City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,ambilobe,-13.2,49.05,23.11,95,100,0.8,MG,1675881226
366,quelimane,-17.8786,36.8883,26.97,89,75,1.54,MZ,1675881227
367,puerto maldonado,-12.6,-69.1833,24.22,83,75,6.69,PE,1675881227
368,sao felix do xingu,-6.6447,-51.995,27.08,71,71,1.63,BR,1675881228
369,ruwi,23.5996,58.5507,23.83,53,4,0.43,OM,1675881228
370,goderich,43.7501,-81.7165,3.18,81,21,3.6,CA,1675881027
371,lincoln,40.8,-96.667,11.09,46,0,6.17,US,1675881223
372,rudnogorsk,57.2639,103.7519,-11.97,97,100,1.75,RU,1675881229
373,balagansk,54.0103,103.0544,-21.47,100,100,1.52,RU,1675881230
374,semnan,35.5729,53.3971,4.69,53,85,3.16,IR,1675881231
375,college,64.8569,-147.8028,-16.34,82,100,0.0,US,1675880695
376,shimoda,34.6667,138.95,8.88,62,100,5.85,JP,1675881232
377,lodja,-3.4833,23.4333,21.25,97,100,0.5,CD,1675881232
378,jumla,29.2747,82.1838,2.54,58,0,1.36,NP,1675881233
379,gizo,-8.103,156.8419,27.59,79,100,5.15,SB,1675880657
380,louis trichardt,-23.0439,29.9032,20.47,93,100,1.73,ZA,1675881234
381,karratha,-20.7377,116.8463,30.0,65,34,1.97,AU,1675880732
382,ayagoz,47.9714,80.4392,-12.26,91,100,3.91,KZ,1675881234
383,straumen,63.8709,11.2999,7.0,85,100,1.34,NO,1675881235
384,nicoya,10.1483,-85.452,34.47,36,13,5.01,CR,1675881235
385,paysandu,-32.3214,-58.0756,38.82,9,98,3.99,UY,1675881100
386,pontianak,-0.0333,109.3333,23.99,100,40,1.03,ID,1675881236
387,prince albert,53.2001,-105.7677,-2.03,54,75,5.14,CA,1675881236
388,henties bay,-22.116,14.2845,18.38,85,91,4.51,NA,1675881237
389,vangaindrano,-23.35,47.6,23.46,92,100,2.69,MG,1675881238
390,tynda,55.1667,124.7167,-37.33,100,83,0.35,RU,1675881131
391,aykhal,66.0,111.5,-40.21,100,93,2.42,RU,1675881226
392,chicama,-7.8447,-79.1469,25.3,55,35,5.33,PE,1675881239
393,funza,4.7164,-74.212,22.02,40,40,5.14,CO,1675881240
394,mahajanga,-15.7167,46.3167,26.01,89,40,2.06,MG,1675881152
395,sola,-13.8833,167.55,27.07,72,100,2.56,VU,1675881241
396,mnogovershinnyy,53.9353,139.9242,-36.27,95,16,1.54,RU,1675881241
397,sundumbili,-29.1337,31.3975,22.32,93,100,6.3,ZA,1675881242
398,lahat,-3.8,103.5333,21.95,73,100,1.07,ID,1675881242
399,burnie,-41.0667,145.9167,14.97,95,100,5.32,AU,1675881242
400,gogrial,8.5332,28.1004,26.1,16,7,2.52,SS,1675881244
401,beisfjord,68.3751,17.5988,8.91,51,100,12.15,NO,1675881244
402,smirnykh,49.75,142.8333,-26.25,94,7,3.15,RU,1675881245
403,caravelas,-17.7125,-39.2481,28.77,57,62,4.86,BR,1675881246
404,port hawkesbury,45.6169,-61.3485,1.77,86,100,5.14,CA,1675881248
405,arman,59.7,150.1667,-28.67,84,41,4.13,RU,1675881162
406,edd,13.9297,41.6925,25.07,79,5,3.15,ER,1675881250
407,lebyazhye,55.2689,66.4947,-19.44,98,99,4.34,RU,1675881251
408,lake wales,27.9014,-81.5859,27.94,46,0,4.12,US,1675881057
409,arona,28.0996,-16.681,15.46,59,40,2.57,ES,1675881255
410,tautira,-17.7333,-149.15,26.39,74,7,3.09,PF,1675880723
411,matara,5.9485,80.5353,23.83,85,94,3.33,LK,1675880671
412,santo tomas,14.1079,121.1414,24.14,88,100,2.86,PH,1675881256
413,tougue,11.4667,-11.6,27.35,19,0,2.01,GN,1675881257
414,luneville,48.6,6.5,3.32,63,0,3.38,FR,1675881258
415,vestmanna,62.1564,-7.1664,1.51,75,75,7.72,FO,1675881258
416,batagay-alyta,67.8006,130.4114,-42.67,99,75,1.56,RU,1675881262
417,tanabe,33.7333,135.3667,4.0,82,36,3.76,JP,1675881263
418,noumea,-22.2763,166.4572,27.78,99,100,3.88,NC,1675881209
419,vagur,61.4732,-6.8119,3.89,60,99,16.42,FO,1675881264
420,miandrivazo,-19.5167,45.4667,24.14,94,100,1.56,MG,1675881264
421,puurmani,58.5738,26.2878,1.12,97,100,4.27,EE,1675881265
422,taos,36.4072,-105.5731,4.75,54,0,0.0,US,1675881265
423,mananjary,-21.2167,48.3333,24.19,90,97,2.47,MG,1675881266
424,naze,28.3667,129.4833,16.51,73,100,7.15,JP,1675881266
425,calabozo,8.9242,-67.4293,32.33,40,100,3.7,VE,1675881268
426,beruwala,6.4788,79.9828,25.1,87,81,2.4,LK,1675881269
427,zarinsk,53.7074,84.9493,-16.42,98,99,0.71,RU,1675881270
428,udachnyy,66.4167,112.4,-39.52,99,100,2.06,RU,1675881270
429,boditi,6.9667,37.8667,18.2,34,20,5.31,ET,1675881271
430,yanam,16.7333,82.2167,19.51,89,100,0.42,IN,1675881272
431,trindade,-16.6494,-49.4889,28.86,58,89,1.31,BR,1675881273
432,seminole,28.7086,-81.2081,27.92,50,20,5.14,US,1675881152
433,alamos,27.0167,-108.9333,26.17,6,0,1.85,MX,1675881273
434,la palma,33.8464,-118.0467,23.14,36,20,1.34,US,1675881274
435,skelleftea,64.7507,20.9528,1.2,99,0,5.66,SE,1675881091
436,xuddur,4.1213,43.8894,27.7,32,3,4.54,SO,1675880746
437,verkhnyaya inta,65.9811,60.3094,-1.78,86,100,12.52,RU,1675881275
438,poronaysk,49.2167,143.1167,-24.56,92,40,3.85,RU,1675881277
439,serebryanyy bor,56.8,124.8,-31.49,98,100,1.12,RU,1675881278
440,pacific grove,36.6177,-121.9166,16.9,59,0,5.36,US,1675881279
441,enshi,30.3,109.4833,7.66,95,100,0.66,CN,1675880747
442,garowe,8.4054,48.4845,22.98,66,28,6.18,SO,1675881280
443,belyy yar,53.6039,91.3903,-11.06,80,100,0.0,RU,1675881280
444,bouca,6.5105,18.2733,27.75,12,6,1.85,CF,1675881281
445,oranjestad,12.524,-70.027,29.97,62,40,10.8,AW,1675881281
446,contamana,-7.3333,-75.0167,33.3,43,95,2.4,PE,1675881282
447,manjeri,11.1167,76.1167,26.38,83,20,1.03,IN,1675881282
448,palmas de monte alto,-14.2672,-43.1619,32.47,28,33,3.99,BR,1675881283
449,iwanai,42.9744,140.5089,-5.57,76,100,6.85,JP,1675881283
450,manaus,-3.1019,-60.025,28.27,78,75,3.09,BR,1675880730
451,halifax,44.6453,-63.5724,4.69,78,75,5.66,CA,1675880842
452,port hardy,50.6996,-127.4199,2.1,100,75,1.03,CA,1675881017
453,kiama,-34.6833,150.8667,20.21,95,100,3.58,AU,1675881284
454,marsh harbour,26.5412,-77.0636,23.35,60,67,6.37,BS,1675881284
455,lompoc,34.6391,-120.4579,19.91,60,0,1.54,US,1675881242
456,mehamn,71.0357,27.8492,3.97,70,0,17.49,NO,1675881285
457,champerico,14.3,-91.9167,33.3,56,0,5.72,GT,1675881286
458,zhanaozen,43.3,52.8,-0.82,65,95,8.76,KZ,1675881286
459,qaqortoq,60.7167,-46.0333,-4.32,93,100,2.41,GL,1675881286
460,mount gambier,-37.8333,140.7667,12.29,93,7,1.95,AU,1675881197
461,modasa,23.4667,73.3,21.21,20,0,0.74,IN,1675881287
462,broken hill,-31.95,141.4333,23.1,21,0,1.87,AU,1675881288
463,sitka,57.0531,-135.33,1.94,87,100,2.06,US,1675881289
464,beberibe,-4.1797,-38.1306,28.02,65,11,4.77,BR,1675881289
465,harlingen,26.1906,-97.6961,16.95,82,100,8.75,US,1675881056
466,oranjemund,-28.55,16.4333,17.82,96,34,1.98,NA,1675881289
467,coihaique,-45.5752,-72.0662,22.97,46,75,4.63,CL,1675881290
468,mbigou,-1.9005,11.906,21.46,92,33,0.64,GA,1675881290
469,guantanamo,20.1444,-75.2092,29.76,42,10,6.42,CU,1675881291
470,aklavik,68.2191,-135.0107,-29.0,76,100,0.0,CA,1675881291
471,alim,9.5649,122.4876,24.84,80,100,2.4,PH,1675881292
472,luunja,58.3558,26.8808,1.19,89,100,5.66,EE,1675881292
473,shetpe,44.1667,52.1167,-4.34,81,100,8.82,KZ,1675881293
474,banamba,13.55,-7.45,29.73,13,0,3.94,ML,1675881293
475,kirakira,-10.4544,161.9205,26.83,82,100,3.16,SB,1675881294
476,mujiayingzi,42.1167,118.7833,-6.15,32,100,0.61,CN,1675881295
477,uyemskiy,64.4743,40.8524,-0.97,93,100,3.0,RU,1675881295
478,antofagasta,-23.65,-70.4,23.6,70,25,3.91,CL,1675881023
479,houma,29.5958,-90.7195,26.11,84,100,8.23,US,1675881210
480,kaoma,-14.7833,24.8,18.93,95,100,1.83,ZM,1675881296
481,pouebo,-20.4,164.5667,25.18,90,100,1.26,NC,1675881297
482,katangli,51.7102,143.2326,-34.48,98,15,3.43,RU,1675881297
483,novobiryusinskiy,56.9578,97.7076,-14.73,99,99,1.06,RU,1675881298
484,tianpeng,30.9866,103.9393,11.46,92,99,2.64,CN,1675880796
485,u thong,14.3751,99.8923,25.25,73,0,2.35,TH,1675881299
486,merauke,-8.4667,140.3333,25.14,93,100,4.62,ID,1675881299
487,cockburn town,21.4612,-71.1419,25.26,75,0,9.6,TC,1675881124
488,mildura,-34.2,142.15,21.32,28,0,3.25,AU,1675881300
489,scarborough,54.2797,-0.4044,5.76,67,100,5.36,GB,1675881250
490,santa clara,22.4,-79.9667,22.81,94,75,3.6,CU,1675881300
491,chapleau,47.8405,-83.4034,1.05,75,75,5.66,CA,1675881017
492,tezu,27.9167,96.1667,14.63,60,20,1.91,IN,1675880756
493,conceicao do araguaia,-8.2578,-49.2647,29.27,69,30,1.4,BR,1675881301
494,hyeres,43.1167,6.1167,8.18,49,0,4.12,FR,1675881302
495,nyurba,63.2842,118.3319,-47.5,100,67,0.65,RU,1675881221
496,aasiaat,68.7098,-52.8699,-32.67,92,5,4.33,GL,1675881303
497,verkh-usugli,52.7,115.1667,-21.24,100,99,0.43,RU,1675881305
498,sao joao da barra,-21.6403,-41.0511,27.05,88,100,2.58,BR,1675881305
499,ust-nera,64.5667,143.2,-41.14,98,91,0.37,RU,1675880794
500,akyab,20.15,92.9,20.03,76,2,3.64,MM,1675881306
501,ilulissat,69.2167,-51.1,-21.99,59,0,2.57,GL,1675881307
502,deniliquin,-35.5333,144.9667,20.3,71,100,3.84,AU,1675881307
503,fort nelson,58.8053,-122.7002,-15.59,83,40,1.34,CA,1675881308
504,grand gaube,-20.0064,57.6608,26.32,77,99,2.68,MU,1675880748
505,camopi,3.1655,-52.3158,26.11,91,76,1.96,GF,1675881310
506,margate,51.3813,1.3862,3.28,65,9,0.45,GB,1675881311
507,hit,33.6416,42.8251,8.37,48,34,3.62,IQ,1675881312
508,nuuk,64.1835,-51.7216,-7.66,79,100,10.29,GL,1675881130
509,bom jardim,-7.7958,-35.5872,28.63,52,100,5.24,BR,1675881312
510,feijo,-8.1642,-70.3536,27.23,92,39,1.69,BR,1675881313
511,solnechnyy,50.7214,136.6319,-27.41,98,99,1.21,RU,1675881314
512,amga,60.8953,131.9608,-41.59,100,100,0.38,RU,1675881315
513,meulaboh,4.1363,96.1285,24.46,88,100,1.15,ID,1675881315
514,oistins,13.0667,-59.5333,29.05,65,40,9.26,BB,1675881316
515,whitewater,42.8336,-88.7323,6.78,56,100,3.13,US,1675881094
516,flinders,-34.5833,150.8552,20.1,93,100,1.79,AU,1675881317
517,nizwa,22.9333,57.5333,23.89,31,4,1.5,OM,1675881317
518,suluq,31.6682,20.2521,13.02,57,95,7.34,LY,1675881318
519,barahona,18.2085,-71.1008,31.9,51,20,7.72,DO,1675881319
520,sinnamary,5.3833,-52.95,25.47,88,100,5.08,GF,1675881319
521,mitsamiouli,-11.3847,43.2844,27.05,78,100,2.16,KM,1675881320
522,mahanje,-9.9333,35.3333,18.42,94,89,1.3,TZ,1675881320
523,teknaf,20.8624,92.3058,17.88,82,5,2.51,BD,1675881322
524,chihuahua,28.5,-106.0,8.45,16,0,0.62,MX,1675881047
525,buenos aires,-34.6132,-58.3772,27.82,50,0,7.72,AR,1675881323
526,fuerte olimpo,-21.0415,-57.8738,32.87,48,45,2.76,PY,1675881324
527,ponnani,10.767,75.9252,26.62,84,13,0.65,IN,1675881324
528,san jeronimo,-11.9472,-75.2829,15.69,55,90,2.26,PE,1675881324
529,najran,17.4924,44.1277,23.36,23,99,1.45,SA,1675881325
530,jian,27.1172,114.9793,11.06,98,100,1.6,CN,1675881326
531,karla,59.3723,24.9275,2.54,95,100,5.66,EE,1675881326
532,sorland,67.667,12.6934,6.92,86,100,25.36,NO,1675881327
533,portobelo,9.55,-79.65,28.95,83,60,6.78,PA,1675881327
534,del rio,29.3627,-100.8968,18.06,34,0,11.32,US,1675881328
535,kalmunai,7.4167,81.8167,24.75,86,68,2.94,LK,1675880736
536,kruisfontein,-34.0033,24.7314,19.94,74,100,3.8,ZA,1675881328
537,pareora,-44.4871,171.2132,12.32,89,69,1.73,NZ,1675881329
538,gogaran,40.8926,44.1992,-15.09,90,100,0.44,AM,1675881330
539,orzhytsya,49.7918,32.7012,-6.85,90,5,2.44,UA,1675881330
540,itamaraju,-17.0392,-39.5311,30.41,47,15,5.57,BR,1675881331
541,berlevag,70.8578,29.0864,4.0,70,0,18.01,NO,1675881332
542,turbat,26.0023,63.044,21.58,46,100,1.62,PK,1675881332
543,jiuquan,39.7432,98.5174,-2.91,63,0,1.84,CN,1675881333
544,toora-khem,52.4675,96.11,-15.35,98,100,0.32,RU,1675881334
545,maputo,-25.9653,32.5892,23.82,100,100,1.54,MZ,1675881334
546,osakarovka,50.565,72.5692,-22.89,100,66,2.67,KZ,1675881336
547,port-gentil,-0.7193,8.7815,27.98,83,20,3.09,GA,1675880802
548,revda,56.801,59.9303,-11.51,93,100,5.28,RU,1675881337
549,viloco,-16.95,-67.55,10.73,73,100,2.98,BO,1675881338
550,menton,43.7765,7.5044,9.95,36,1,5.03,FR,1675881339
